MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,maxMin3,5,KILLED,ds.MaxMin3Test11.testMaxMin3Method_BoundaryValues(ds.MaxMin3Test11)
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,maxMin3,7,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,maxMin3,10,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,maxMin3,11,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,maxMin3,12,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,maxMin3,13,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,maxMin3,16,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,maxMin3,17,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,5,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,5,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,6,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,7,KILLED,ds.MaxMin3Test11.testMaxMin3Method_NegativeValues(ds.MaxMin3Test11)
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,7,KILLED,ds.MaxMin3Test11.testMaxMin3Method_NegativeValues(ds.MaxMin3Test11)
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,7,KILLED,ds.MaxMin3Test11.testMaxMin3Method_NegativeValues(ds.MaxMin3Test11)
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,7,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,8,SURVIVED,none
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,8,KILLED,ds.MaxMin3Test11.testMaxMin3Method(ds.MaxMin3Test11)
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,9,KILLED,ds.MaxMin3Test11.testMaxMin3Method_NegativeValues(ds.MaxMin3Test11)
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,11,KILLED,ds.MaxMin3Test11.testMaxMin3Method_NegativeValues(ds.MaxMin3Test11)
MaxMin3.java,ds.MaxMin3,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,maxMin3,13,SURVIVED,none
