Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,7,SURVIVED,none
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,<init>,8,KILLED,ds.FilaTest13.testEnfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,7,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,8,SURVIVED,none
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,<init>,9,SURVIVED,none
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,desenfileira,19,KILLED,ds.FilaTest3.testDesenfileiraEmpty(ds.FilaTest3)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,desenfileira,21,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,desenfileira,21,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,desenfileira,21,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,desenfileira,18,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,desenfileira,18,KILLED,ds.FilaTest3.testDesenfileiraEmpty(ds.FilaTest3)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,desenfileira,22,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,desenfileira,18,KILLED,ds.FilaTest3.testDesenfileiraEmpty(ds.FilaTest3)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,desenfileira,18,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,desenfileira,22,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,desenfileira,21,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,enfileira,13,KILLED,ds.FilaTest7.testEnfileira_Exception(ds.FilaTest7)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,enfileira,12,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,enfileira,15,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,enfileira,12,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,enfileira,12,KILLED,ds.FilaTest12.testEnfileiraFullQueue(ds.FilaTest12)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,enfileira,15,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,enfileira,15,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,enfileira,12,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,enfileira,12,KILLED,ds.FilaTest12.testEnfileiraFullQueue(ds.FilaTest12)
Fila.java,ds.Fila,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,enfileira,12,KILLED,ds.FilaTest13.testDesenfileira(ds.FilaTest13)
